# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigableParallelStreamBenchmarkTest.testIt

# Run progress: 0.00% complete, ETA 00:20:00
# Fork: 1 of 5
# Warmup Iteration   1: 188402.885 ops/s
# Warmup Iteration   2: 202749.005 ops/s
# Warmup Iteration   3: 206912.400 ops/s
# Warmup Iteration   4: 208482.461 ops/s
# Warmup Iteration   5: 209228.348 ops/s
# Warmup Iteration   6: 203458.413 ops/s
# Warmup Iteration   7: 209975.290 ops/s
# Warmup Iteration   8: 206813.335 ops/s
# Warmup Iteration   9: 210174.728 ops/s
# Warmup Iteration  10: 208787.516 ops/s
# Warmup Iteration  11: 202258.619 ops/s
# Warmup Iteration  12: 209430.700 ops/s
# Warmup Iteration  13: 207854.313 ops/s
# Warmup Iteration  14: 208467.479 ops/s
# Warmup Iteration  15: 205711.068 ops/s
# Warmup Iteration  16: 203534.705 ops/s
# Warmup Iteration  17: 209828.761 ops/s
# Warmup Iteration  18: 209032.099 ops/s
# Warmup Iteration  19: 207610.961 ops/s
# Warmup Iteration  20: 199727.532 ops/s
Iteration  19: 18372784.391 ops/s
Iteration  20: 16380023.232 ops/s

# Run progress: 46.67% complete, ETA 00:10:46
# Fork: 5 of 5
# Warmup Iteration   1: 15572075.297 ops/s
# Warmup Iteration   2: 16754165.024 ops/s
# Warmup Iteration   3: 15005473.663 ops/s
# Warmup Iteration   4: 16949755.766 ops/s
# Warmup Iteration   5: 18786970.283 ops/s
# Warmup Iteration   6: 17124900.114 ops/s
# Warmup Iteration   7: 16043558.954 ops/s
# Warmup Iteration   8: 17501360.042 ops/s
# Warmup Iteration   9: 17928547.453 ops/s
# Warmup Iteration  10: 17884836.344 ops/s
# Warmup Iteration  11: 16132624.645 ops/s
# Warmup Iteration  12: 17750523.709 ops/s
# Warmup Iteration  13: 15310119.779 ops/s
# Warmup Iteration  14: 16217034.989 ops/s
# Warmup Iteration  15: 13977616.197 ops/s
# Warmup Iteration  16: 17430357.586 ops/s
# Warmup Iteration  17: 18389608.258 ops/s
# Warmup Iteration  18: 18638669.333 ops/s
# Warmup Iteration  19: 18697978.759 ops/s
# Warmup Iteration  20: 18831077.668 ops/s
Iteration   1: 18660477.756 ops/s
Iteration   2: 18706441.712 ops/s
Iteration   3: 18600673.951 ops/s
Iteration   4: 18251297.132 ops/s
Iteration   5: 18723406.144 ops/s
Iteration   6: 18602740.646 ops/s
Iteration   7: 18603182.434 ops/s
Iteration   8: 18780168.486 ops/s
Iteration   9: 18826091.132 ops/s
Iteration  10: 18535120.963 ops/s
Iteration  11: 18745765.981 ops/s
Iteration  12: 17389325.697 ops/s
Iteration  13: 17148382.556 ops/s
Iteration  14: 17909346.999 ops/s
Iteration  15: 18095376.549 ops/s
Iteration  16: 15366145.353 ops/s
Iteration  17: 11475340.044 ops/s
Iteration  18: 13474166.791 ops/s
Iteration  19: 12560086.932 ops/s
Iteration  20: 15832520.739 ops/s


Result "benchmark.NavigablesForBenchmarkTest.testIt":
  18152131.389 ±(99.9%) 403690.394 ops/s [Average]
  (min, avg, max) = (11475340.044, 18152131.389, 18836242.664), stdev = 1190290.320
  CI (99.9%): [17748440.995, 18555821.783] (assumes normal distribution)


# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigablesForEachBenchmarkTest.testIt

# Run progress: 50.00% complete, ETA 00:10:05
# Fork: 1 of 5
# Warmup Iteration   1: 15241934.188 ops/s
# Warmup Iteration   2: 16573448.400 ops/s
# Warmup Iteration   3: 17927048.415 ops/s
# Warmup Iteration   4: 17843451.395 ops/s
# Warmup Iteration   5: 17897870.569 ops/s
# Warmup Iteration   6: 16752149.569 ops/s
# Warmup Iteration   7: 13305174.232 ops/s
# Warmup Iteration   8: 16513848.457 ops/s
# Warmup Iteration   9: 16302271.977 ops/s
# Warmup Iteration  10: 15743763.481 ops/s
# Warmup Iteration  11: 15938834.228 ops/s
# Warmup Iteration  12: 13912682.839 ops/s
# Warmup Iteration  13: 17491601.053 ops/s
# Warmup Iteration  14: 16112715.914 ops/s
# Warmup Iteration  15: 15203224.574 ops/s
# Warmup Iteration  16: 15238479.873 ops/s
# Warmup Iteration  17: 17723558.346 ops/s
# Warmup Iteration  18: 17952158.981 ops/s
# Warmup Iteration  19: 17852571.714 ops/s
# Warmup Iteration  20: 17848957.443 ops/s
Iteration   1: 17949973.133 ops/s
Iteration   2: 17756532.338 ops/s
Iteration   3: 16949501.100 ops/s
Iteration   4: 17570592.373 ops/s
Iteration   5: 15848542.330 ops/s
Iteration   6: 17893058.298 ops/s
Iteration   7: 17385574.705 ops/s
Iteration   8: 18173819.373 ops/s
Iteration   9: 17608068.922 ops/s
Iteration  10: 17667548.222 ops/s
Iteration  11: 16591498.825 ops/s
Iteration  12: 14887968.964 ops/s
Iteration  13: 16582748.272 ops/s
Iteration  14: 13664273.711 ops/s
Iteration  15: 16580475.011 ops/s
Iteration  16: 13712921.170 ops/s
Iteration  17: 17399742.773 ops/s
Iteration  18: 14041101.294 ops/s
Iteration  19: 15711497.275 ops/s
Iteration  20: 14943640.230 ops/s

# Run progress: 53.33% complete, ETA 00:09:25
# Fork: 2 of 5
# Warmup Iteration   1: 11375298.981 ops/s
# Warmup Iteration   2: 13150345.650 ops/s
# Warmup Iteration   3: 14562621.749 ops/s
# Warmup Iteration   4: 11362296.469 ops/s
# Warmup Iteration   5: 17303287.192 ops/s
# Warmup Iteration   6: 17571963.042 ops/s
# Warmup Iteration   7: 17415124.537 ops/s
# Warmup Iteration   8: 17983683.085 ops/s
# Warmup Iteration   9: 17782992.098 ops/s
# Warmup Iteration  10: 17366139.809 ops/s
# Warmup Iteration  11: 17571597.949 ops/s
# Warmup Iteration  12: 17437749.382 ops/s
# Warmup Iteration  13: 17640713.378 ops/s
# Warmup Iteration  14: 16824806.154 ops/s
# Warmup Iteration  15: 17472145.137 ops/s
# Warmup Iteration  16: 17836886.045 ops/s
# Warmup Iteration  17: 17844582.487 ops/s
# Warmup Iteration  18: 17808006.151 ops/s
# Warmup Iteration  19: 17756685.111 ops/s
# Warmup Iteration  20: 17770575.034 ops/s
Iteration   1: 17913526.956 ops/s
Iteration   2: 17951475.740 ops/s
Iteration   3: 17829399.938 ops/s
Iteration   4: 17328991.145 ops/s
Iteration   5: 17809375.673 ops/s
Iteration   6: 16423254.584 ops/s
Iteration   7: 18058054.048 ops/s
Iteration   8: 17997234.957 ops/s
Iteration   9: 17784718.290 ops/s
Iteration  10: 17755826.129 ops/s
Iteration  11: 17929528.526 ops/s
Iteration  12: 17738313.401 ops/s
Iteration  13: 17812855.611 ops/s
Iteration  14: 17889952.296 ops/s
Iteration  15: 17813844.201 ops/s
Iteration  16: 17868219.595 ops/s
Iteration  17: 17583827.042 ops/s
Iteration  18: 17757741.462 ops/s
Iteration  19: 17825857.102 ops/s
Iteration  20: 17781701.467 ops/s

# Run progress: 56.67% complete, ETA 00:08:45
# Fork: 3 of 5
# Warmup Iteration   1: 16207499.862 ops/s
# Warmup Iteration   2: 16411616.839 ops/s
# Warmup Iteration   3: 17679128.539 ops/s
# Warmup Iteration   4: 17967767.989 ops/s
# Warmup Iteration   5: 17975031.918 ops/s
# Warmup Iteration   6: 17719611.850 ops/s
# Warmup Iteration   7: 17986498.359 ops/s
# Warmup Iteration   8: 17959552.344 ops/s
# Warmup Iteration   9: 17800265.084 ops/s
# Warmup Iteration  10: 17782355.360 ops/s
# Warmup Iteration  11: 17803165.338 ops/s
# Warmup Iteration  12: 17687349.114 ops/s
# Warmup Iteration  13: 17690282.763 ops/s
# Warmup Iteration  14: 17857575.191 ops/s
# Warmup Iteration  15: 17769232.940 ops/s
# Warmup Iteration  16: 17561486.867 ops/s
# Warmup Iteration  17: 17804487.656 ops/s
# Warmup Iteration  18: 17570742.649 ops/s
# Warmup Iteration  19: 17809531.628 ops/s
# Warmup Iteration  20: 17762092.606 ops/s
Iteration   1: 17640132.497 ops/s
Iteration   2: 17819435.952 ops/s
Iteration   3: 17914248.644 ops/s
Iteration   4: 17638742.755 ops/s
Iteration   5: 17597556.019 ops/s
Iteration   6: 17827226.908 ops/s
Iteration   7: 17614243.142 ops/s
Iteration   8: 17691650.699 ops/s
Iteration   9: 17966683.243 ops/s
Iteration  10: 17777936.610 ops/s
Iteration  11: 17730799.826 ops/s
Iteration  12: 17784893.468 ops/s
Iteration  13: 17868526.652 ops/s
Iteration  14: 17567277.964 ops/s
Iteration  15: 17869901.180 ops/s
Iteration  16: 17765262.730 ops/s
Iteration  17: 17643702.279 ops/s
Iteration  18: 17882206.098 ops/s
Iteration  19: 17744487.231 ops/s
Iteration  20: 17701855.806 ops/s

# Run progress: 60.00% complete, ETA 00:08:04
# Fork: 4 of 5
# Warmup Iteration   1: 15841583.373 ops/s
# Warmup Iteration   2: 16381709.704 ops/s
# Warmup Iteration   3: 17871095.942 ops/s
# Warmup Iteration   4: 17821309.186 ops/s
# Warmup Iteration   5: 18075287.307 ops/s
# Warmup Iteration   6: 18089673.979 ops/s
# Warmup Iteration   7: 17906313.172 ops/s
# Warmup Iteration   8: 17836992.036 ops/s
# Warmup Iteration   9: 17884889.200 ops/s
# Warmup Iteration  10: 17408196.509 ops/s
# Warmup Iteration  11: 17272825.886 ops/s
# Warmup Iteration  12: 17888539.117 ops/s
# Warmup Iteration  13: 17851049.332 ops/s
# Warmup Iteration  14: 17889374.275 ops/s
# Warmup Iteration  15: 17778732.912 ops/s
# Warmup Iteration  16: 17750102.448 ops/s
# Warmup Iteration  17: 17937702.726 ops/s
# Warmup Iteration  18: 17727818.865 ops/s
# Warmup Iteration  19: 17764834.845 ops/s
# Warmup Iteration  20: 17969038.562 ops/s
Iteration   1: 17972040.448 ops/s
Iteration   2: 17647237.357 ops/s
Iteration   3: 17888496.477 ops/s
Iteration   4: 17448992.711 ops/s
Iteration   5: 17922116.534 ops/s
Iteration   6: 17884484.987 ops/s
Iteration   7: 17696350.385 ops/s
Iteration   8: 17738823.350 ops/s
Iteration   9: 14863055.080 ops/s
Iteration  10: 16941800.299 ops/s
Iteration  11: 16981056.068 ops/s
Iteration  12: 15373183.179 ops/s
Iteration  13: 17425745.131 ops/s
Iteration  14: 15785687.031 ops/s
Iteration  15: 16261614.150 ops/s
Iteration  16: 17713191.593 ops/s
Iteration  17: 17872995.202 ops/s
Iteration  18: 17879284.642 ops/s
Iteration  19: 17757140.708 ops/s
Iteration  20: 17946347.276 ops/s

# Run progress: 63.33% complete, ETA 00:07:24
# Fork: 5 of 5
# Warmup Iteration   1: 16211047.192 ops/s
# Warmup Iteration   2: 16336021.123 ops/s
# Warmup Iteration   3: 17806263.568 ops/s
# Warmup Iteration   4: 17622912.126 ops/s
# Warmup Iteration   5: 18116827.490 ops/s
# Warmup Iteration   6: 17711835.039 ops/s
# Warmup Iteration   7: 17979853.665 ops/s
# Warmup Iteration   8: 17943467.840 ops/s
# Warmup Iteration   9: 16933849.611 ops/s
# Warmup Iteration  10: 17731376.268 ops/s
# Warmup Iteration  11: 18013802.033 ops/s
# Warmup Iteration  12: 17909900.297 ops/s
# Warmup Iteration  13: 17703365.740 ops/s
# Warmup Iteration  14: 17904140.723 ops/s
# Warmup Iteration  15: 18028159.295 ops/s
# Warmup Iteration  16: 17585343.459 ops/s
# Warmup Iteration  17: 17559684.396 ops/s
# Warmup Iteration  18: 17778937.584 ops/s
# Warmup Iteration  19: 17030855.232 ops/s
# Warmup Iteration  20: 17147401.113 ops/s
Iteration   1: 16458932.492 ops/s
Iteration   2: 12251053.980 ops/s
Iteration   3: 13532562.015 ops/s
Iteration   4: 16174568.772 ops/s
Iteration   5: 15693485.039 ops/s
Iteration   6: 16789823.125 ops/s
Iteration   7: 15739469.056 ops/s
Iteration   8: 12519513.649 ops/s
Iteration   9: 12792186.386 ops/s
Iteration  10: 13125655.982 ops/s
Iteration  11: 11915626.467 ops/s
Iteration  12: 12943150.069 ops/s
Iteration  13: 12635413.767 ops/s
Iteration  14: 13016599.678 ops/s
Iteration  15: 10877798.446 ops/s
Iteration  16: 15850329.957 ops/s
Iteration  17: 17774293.750 ops/s
Iteration  18: 17380308.681 ops/s
Iteration  19: 15239470.496 ops/s
Iteration  20: 11891627.046 ops/s


Result "benchmark.NavigablesForEachBenchmarkTest.testIt":
  16684210.576 ±(99.9%) 608309.076 ops/s [Average]
  (min, avg, max) = (10877798.446, 16684210.576, 18173819.373), stdev = 1793613.162
  CI (99.9%): [16075901.501, 17292519.652] (assumes normal distribution)


# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigablesIterationBenchmarkTest.testIt

# Run progress: 66.67% complete, ETA 00:06:43
# Fork: 1 of 5
# Warmup Iteration   1: 15270207.509 ops/s
# Warmup Iteration   2: 17228863.870 ops/s
# Warmup Iteration   3: 16816029.357 ops/s
# Warmup Iteration   4: 11965151.088 ops/s
# Warmup Iteration   5: 11685826.481 ops/s
# Warmup Iteration   6: 16136949.773 ops/s
# Warmup Iteration   7: 16332809.724 ops/s
# Warmup Iteration   8: 17839595.283 ops/s
# Warmup Iteration   9: 17894113.466 ops/s
# Warmup Iteration  10: 17880314.757 ops/s
# Warmup Iteration  11: 17761462.870 ops/s
# Warmup Iteration  12: 18015211.561 ops/s
# Warmup Iteration  13: 17896674.828 ops/s
# Warmup Iteration  14: 17718512.589 ops/s
# Warmup Iteration  15: 17585981.980 ops/s
# Warmup Iteration  16: 17711130.809 ops/s
# Warmup Iteration  17: 17639113.052 ops/s
# Warmup Iteration  18: 16992508.491 ops/s
# Warmup Iteration  19: 16668525.566 ops/s
# Warmup Iteration  20: 14508966.268 ops/s
Iteration   1: 15732922.901 ops/s
Iteration   2: 17815674.912 ops/s
Iteration   3: 18005104.100 ops/s
Iteration   4: 17809804.247 ops/s
Iteration   5: 17968812.683 ops/s
Iteration   6: 18001617.148 ops/s
Iteration   7: 17975058.547 ops/s
Iteration   8: 18005282.606 ops/s
Iteration   9: 17345725.915 ops/s
Iteration  10: 18065830.191 ops/s
Iteration  11: 17822614.171 ops/s
Iteration  12: 17465061.980 ops/s
Iteration  13: 17673007.179 ops/s
Iteration  14: 16139340.557 ops/s
Iteration  15: 17712875.104 ops/s
Iteration  16: 18005679.479 ops/s
Iteration  17: 16989240.432 ops/s
Iteration  18: 16794139.391 ops/s
Iteration  19: 17192434.920 ops/s
Iteration  20: 17046566.851 ops/s

# Run progress: 70.00% complete, ETA 00:06:03
# Fork: 2 of 5
# Warmup Iteration   1: 15827816.105 ops/s
# Warmup Iteration   2: 15621050.567 ops/s
# Warmup Iteration   3: 17055334.831 ops/s
# Warmup Iteration   4: 17084238.887 ops/s
# Warmup Iteration   5: 15708792.561 ops/s
# Warmup Iteration   6: 16896482.226 ops/s
# Warmup Iteration   7: 17943360.724 ops/s
# Warmup Iteration   8: 17850246.309 ops/s
# Warmup Iteration   9: 17738027.533 ops/s
# Warmup Iteration  10: 17909631.883 ops/s
# Warmup Iteration  11: 17777770.024 ops/s
# Warmup Iteration  12: 17858929.012 ops/s
# Warmup Iteration  13: 17606800.864 ops/s
# Warmup Iteration  14: 17723293.463 ops/s
# Warmup Iteration  15: 17447298.545 ops/s
# Warmup Iteration  16: 17838511.329 ops/s
# Warmup Iteration  17: 17941328.548 ops/s
# Warmup Iteration  18: 17960580.591 ops/s
# Warmup Iteration  19: 17780864.921 ops/s
# Warmup Iteration  20: 17851286.283 ops/s
Iteration   1: 17899051.907 ops/s
Iteration   2: 18010863.985 ops/s
Iteration   3: 17990132.467 ops/s
Iteration   4: 17567763.087 ops/s
Iteration   5: 17491263.529 ops/s
Iteration   6: 17965449.743 ops/s
Iteration   7: 17878618.578 ops/s
Iteration   8: 17876368.067 ops/s
Iteration   9: 17761521.604 ops/s
Iteration  10: 17592274.700 ops/s
Iteration  11: 17951137.568 ops/s
Iteration  12: 17943838.834 ops/s
Iteration  13: 17770898.815 ops/s
Iteration  14: 17579779.923 ops/s
Iteration  15: 17336424.526 ops/s
Iteration  16: 17759754.860 ops/s
Iteration  17: 17864451.347 ops/s
Iteration  18: 17923954.522 ops/s
Iteration  19: 17916967.701 ops/s
Iteration  20: 17656824.962 ops/s

# Run progress: 73.33% complete, ETA 00:05:23
# Fork: 3 of 5
# Warmup Iteration   1: 16039165.992 ops/s
# Warmup Iteration   2: 17655993.472 ops/s
# Warmup Iteration   3: 18262916.658 ops/s
# Warmup Iteration   4: 18137557.067 ops/s
# Warmup Iteration   5: 18218802.253 ops/s
# Warmup Iteration   6: 18097311.935 ops/s
# Warmup Iteration   7: 18065369.269 ops/s
# Warmup Iteration   8: 18046082.731 ops/s
# Warmup Iteration   9: 18083751.809 ops/s
# Warmup Iteration  10: 18154930.375 ops/s
# Warmup Iteration  11: 18061595.428 ops/s
# Warmup Iteration  12: 18185635.563 ops/s
# Warmup Iteration  13: 18145536.106 ops/s
# Warmup Iteration  14: 17959326.845 ops/s
# Warmup Iteration  15: 17964087.545 ops/s
# Warmup Iteration  16: 17982647.218 ops/s
# Warmup Iteration  17: 18045764.525 ops/s
# Warmup Iteration  18: 17968431.507 ops/s
# Warmup Iteration  19: 18082045.520 ops/s
# Warmup Iteration  20: 17906034.624 ops/s
Iteration   1: 18097296.475 ops/s
Iteration   2: 18072716.896 ops/s
Iteration   3: 18028978.616 ops/s
Iteration   4: 18040615.387 ops/s
Iteration   5: 18013476.851 ops/s
Iteration   6: 17870884.494 ops/s
Iteration   7: 18062307.049 ops/s
Iteration   8: 18078474.704 ops/s
Iteration   9: 18055150.507 ops/s
Iteration  10: 17588069.041 ops/s
Iteration  11: 18045613.466 ops/s
Iteration  12: 18021601.938 ops/s
Iteration  13: 18134483.102 ops/s
Iteration  14: 18151844.327 ops/s
Iteration  15: 17902461.210 ops/s
Iteration  16: 18170565.559 ops/s
Iteration  17: 17852742.719 ops/s
Iteration  18: 17966638.330 ops/s
Iteration  19: 18138033.495 ops/s
Iteration  20: 17826453.735 ops/s

# Run progress: 76.67% complete, ETA 00:04:42
# Fork: 4 of 5
# Warmup Iteration   1: 15949012.355 ops/s
# Warmup Iteration   2: 17709469.315 ops/s
# Warmup Iteration   3: 18070055.658 ops/s
# Warmup Iteration   4: 18169477.865 ops/s
# Warmup Iteration   5: 18207517.155 ops/s
# Warmup Iteration   6: 17985147.965 ops/s
# Warmup Iteration   7: 18133936.150 ops/s
# Warmup Iteration   8: 18092494.902 ops/s
# Warmup Iteration   9: 18096321.206 ops/s
# Warmup Iteration  10: 17962128.894 ops/s
# Warmup Iteration  11: 17905194.688 ops/s
# Warmup Iteration  12: 18136141.374 ops/s
# Warmup Iteration  13: 18122806.966 ops/s
# Warmup Iteration  14: 18186348.521 ops/s
# Warmup Iteration  15: 18019731.618 ops/s
# Warmup Iteration  16: 17736333.238 ops/s
# Warmup Iteration  17: 18046233.198 ops/s
# Warmup Iteration  18: 17924520.111 ops/s
# Warmup Iteration  19: 18075326.691 ops/s
# Warmup Iteration  20: 17645959.601 ops/s
Iteration   1: 17900102.026 ops/s
Iteration   2: 17993614.720 ops/s
Iteration   3: 18141945.299 ops/s
Iteration   4: 18127904.433 ops/s
Iteration   5: 18049112.385 ops/s
Iteration   6: 17969703.902 ops/s
Iteration   7: 17986452.503 ops/s
Iteration   8: 17976224.170 ops/s
Iteration   9: 18165380.417 ops/s
Iteration  10: 18067056.123 ops/s
Iteration  11: 17940119.845 ops/s
Iteration  12: 18112921.307 ops/s
Iteration  13: 17505590.310 ops/s
Iteration  14: 17975254.963 ops/s
Iteration  15: 18029421.739 ops/s
Iteration  16: 17888161.816 ops/s
Iteration  17: 18113335.258 ops/s
Iteration  18: 18164793.134 ops/s
Iteration  19: 18040765.101 ops/s
Iteration  20: 17981318.424 ops/s

# Run progress: 80.00% complete, ETA 00:04:02
# Fork: 5 of 5
# Warmup Iteration   1: 16037415.346 ops/s
# Warmup Iteration   2: 16343119.912 ops/s
# Warmup Iteration   3: 15285731.976 ops/s
# Warmup Iteration   4: 18195608.258 ops/s
# Warmup Iteration   5: 18127942.215 ops/s
# Warmup Iteration   6: 18037790.610 ops/s
# Warmup Iteration   7: 18085370.211 ops/s
# Warmup Iteration   8: 17985219.907 ops/s
# Warmup Iteration   9: 18162713.284 ops/s
# Warmup Iteration  10: 18076598.182 ops/s
# Warmup Iteration  11: 17963527.669 ops/s
# Warmup Iteration  12: 17981774.388 ops/s
# Warmup Iteration  13: 18127511.418 ops/s
# Warmup Iteration  14: 18111193.688 ops/s
# Warmup Iteration  15: 18125205.144 ops/s
# Warmup Iteration  16: 18138781.761 ops/s
# Warmup Iteration  17: 17947521.734 ops/s
# Warmup Iteration  18: 17915894.644 ops/s
# Warmup Iteration  19: 18169018.598 ops/s
# Warmup Iteration  20: 17702903.232 ops/s
Iteration   1: 16046005.440 ops/s
Iteration   2: 15361483.431 ops/s
Iteration   3: 14631661.984 ops/s
Iteration   4: 15386938.481 ops/s
Iteration   5: 17811730.190 ops/s
Iteration   6: 17913136.858 ops/s
Iteration   7: 17679629.643 ops/s
Iteration   8: 17885892.236 ops/s
Iteration   9: 17852495.160 ops/s
Iteration  10: 17951545.235 ops/s
Iteration  11: 17936714.919 ops/s
Iteration  12: 17983772.467 ops/s
Iteration  13: 17361572.682 ops/s
Iteration  14: 18015849.842 ops/s
Iteration  15: 17918418.677 ops/s
Iteration  16: 17918533.012 ops/s
Iteration  17: 17825862.729 ops/s
Iteration  18: 17919561.959 ops/s
Iteration  19: 17681122.237 ops/s
Iteration  20: 17871009.291 ops/s


Result "benchmark.NavigablesIterationBenchmarkTest.testIt":
  17725046.563 ±(99.9%) 210588.009 ops/s [Average]
  (min, avg, max) = (14631661.984, 17725046.563, 18170565.559), stdev = 620923.540
  CI (99.9%): [17514458.554, 17935634.572] (assumes normal distribution)


# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.StreamingNavigableBenchmarkTest.testIt

# Run progress: 83.33% complete, ETA 00:03:22
# Fork: 1 of 5
# Warmup Iteration   1: 11114187.263 ops/s
# Warmup Iteration   2: 12406982.423 ops/s
# Warmup Iteration   3: 13479169.363 ops/s
# Warmup Iteration   4: 13391194.845 ops/s
# Warmup Iteration   5: 13441186.913 ops/s
# Warmup Iteration   6: 13428166.972 ops/s
# Warmup Iteration   7: 13389892.304 ops/s
# Warmup Iteration   8: 13333687.255 ops/s
# Warmup Iteration   9: 13334157.168 ops/s
# Warmup Iteration  10: 13351122.825 ops/s
# Warmup Iteration  11: 13175931.950 ops/s
# Warmup Iteration  12: 13352559.704 ops/s
# Warmup Iteration  13: 13280364.687 ops/s
# Warmup Iteration  14: 13240854.674 ops/s
# Warmup Iteration  15: 13324792.407 ops/s
# Warmup Iteration  16: 13266752.680 ops/s
# Warmup Iteration  17: 13340347.905 ops/s
# Warmup Iteration  18: 13400889.830 ops/s
# Warmup Iteration  19: 13217674.413 ops/s
# Warmup Iteration  20: 13349214.523 ops/s
Iteration   1: 13337835.445 ops/s
Iteration   2: 13347666.781 ops/s
Iteration   3: 13034379.168 ops/s
Iteration   4: 13315773.167 ops/s
Iteration   5: 13372942.235 ops/s
Iteration   6: 13281160.409 ops/s
Iteration   7: 13300703.276 ops/s
Iteration   8: 13309109.825 ops/s
Iteration   9: 13328590.001 ops/s
Iteration  10: 13313972.963 ops/s
Iteration  11: 13290271.387 ops/s
Iteration  12: 13349730.627 ops/s
Iteration  13: 13308296.361 ops/s
Iteration  14: 13242867.591 ops/s
Iteration  15: 13353365.898 ops/s
Iteration  16: 13296236.385 ops/s
Iteration  17: 13380148.688 ops/s
Iteration  18: 13387878.325 ops/s
Iteration  19: 13004392.411 ops/s
Iteration  20: 13148312.261 ops/s

# Run progress: 86.67% complete, ETA 00:02:41
# Fork: 2 of 5
# Warmup Iteration   1: 10559631.957 ops/s
# Warmup Iteration   2: 12226315.649 ops/s
# Warmup Iteration   3: 11686467.022 ops/s
# Warmup Iteration   4: 13319674.617 ops/s
# Warmup Iteration   5: 13315140.444 ops/s
# Warmup Iteration   6: 13261927.245 ops/s
# Warmup Iteration   7: 13347414.575 ops/s
# Warmup Iteration   8: 13294608.249 ops/s
# Warmup Iteration   9: 13346006.859 ops/s
# Warmup Iteration  10: 13257975.991 ops/s
# Warmup Iteration  11: 13271876.893 ops/s
# Warmup Iteration  12: 13225464.203 ops/s
# Warmup Iteration  13: 13265331.729 ops/s
# Warmup Iteration  14: 13238095.396 ops/s
# Warmup Iteration  15: 13287372.788 ops/s
# Warmup Iteration  16: 13139492.730 ops/s
# Warmup Iteration  17: 13225269.301 ops/s
# Warmup Iteration  18: 13099965.175 ops/s
# Warmup Iteration  19: 13125892.566 ops/s
# Warmup Iteration  20: 13208937.117 ops/s
Iteration   1: 13065340.563 ops/s
Iteration   2: 13173829.189 ops/s
Iteration   3: 13157769.019 ops/s
Iteration   4: 13193497.808 ops/s
Iteration   5: 13292435.872 ops/s
Iteration   6: 13141293.360 ops/s
Iteration   7: 13097447.101 ops/s
Iteration   8: 13249301.032 ops/s
Iteration   9: 13251474.719 ops/s
Iteration  10: 13207338.762 ops/s
Iteration  11: 13301295.343 ops/s
Iteration  12: 13179785.715 ops/s
Iteration  13: 13296165.000 ops/s
Iteration  14: 13280081.394 ops/s
Iteration  15: 13228817.938 ops/s
Iteration  16: 13126830.983 ops/s
Iteration  17: 13163378.890 ops/s
Iteration  18: 13186629.223 ops/s
Iteration  19: 13126534.382 ops/s
Iteration  20: 13216175.611 ops/s

# Run progress: 90.00% complete, ETA 00:02:01
# Fork: 3 of 5
# Warmup Iteration   1: 13030292.481 ops/s
# Warmup Iteration   2: 12370446.980 ops/s
# Warmup Iteration   3: 13391653.917 ops/s
# Warmup Iteration   4: 13230666.467 ops/s
# Warmup Iteration   5: 13349139.207 ops/s
# Warmup Iteration   6: 13352700.438 ops/s
# Warmup Iteration   7: 13242548.875 ops/s
# Warmup Iteration   8: 13281843.510 ops/s
# Warmup Iteration   9: 13098571.637 ops/s
# Warmup Iteration  10: 13232281.659 ops/s
# Warmup Iteration  11: 13227358.446 ops/s
# Warmup Iteration  12: 13211455.955 ops/s
# Warmup Iteration  13: 13103296.696 ops/s
# Warmup Iteration  14: 13194291.131 ops/s
# Warmup Iteration  15: 13249790.431 ops/s
# Warmup Iteration  16: 13148068.579 ops/s
# Warmup Iteration  17: 13224372.405 ops/s
# Warmup Iteration  18: 13239640.402 ops/s
# Warmup Iteration  19: 13051904.731 ops/s
